"Campaign name","Campaign ID","Ad set name","Ad set ID","Ad name","Ad ID",Gender,Age,Text,Day,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (CAD)","Video ID","Image name","Video name","Website URL",call_to_action_type,headline,Description,"Link clicks","CPC (cost per link click)","CPM (cost per 1,000 impressions)","CTR (all)","Result rate",Views,"Clicks (all)","CPC (all)","Purchases rate per link clicks","Landing page views rate per link clicks","Result value type","Results value","Result value type","Results ROAS","Cost per 1,000 Meta Accounts reached","Ad Delivery","Video average play time","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Page engagement","Facebook likes","Instagram follows","Post comments","Post engagements","Post reactions","Post saves","Post shares",ThruPlays,"Video plays","3-second video plays","Unique link clicks","Outbound clicks","Unique outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Unique clicks (all)","Unique CTR (all)","Instagram profile visits","Cost per outbound click","Cost per unique link click","Cost per unique outbound click","Cost per unique click (all)","Adds of payment info","Adds to cart","Cost per add to cart","Adds to cart conversion value","Checkouts initiated","Cost per checkout initiated","Checkouts initiated conversion value",Purchases,"Cost per purchase","Purchase ROAS (return on ad spend)","Purchases conversion value","Reporting starts","Reporting ends"
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy",120248498727140776,female,55-64,"This World Cup means nutrition before game time—score 50% off your first delivery 🏆",2026-07-13,active,ad,10,11,1.1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.6566875,0,"ChatGPT Image Jun 19, 2026, 03_37_32 PM (2).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Score 50% off ⚽️","Local Ingredients. Vet-Developed in Ontario. 🍁",2,0.32834375,59.69886364,18.18181818,,,2,0.32834375,,,"Website purchases conversion value",,"Website purchases conversion value",,65.66875,active,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,female,65+,"⭐⭐⭐⭐⭐ ""Peanut is super picky, but she went straight in with the duck recipe and finished everything. She’s been excited for meals ever since.""

Got a picky pup? Try the meals they actually want to eat! 🦆🐾

Get 50% OFF your first Trial Box PLUS get our viral slow-feeder bowl included today.",2026-07-13,active,ad,5,5,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.38269504,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,76.53900709,20,,,1,0.38269504,,,"Website purchases conversion value",,"Website purchases conversion value",,76.53900709,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,female,45-54,"You care about what goes in your body. 
Does your pup get that same energy? 
8x packs of freshness with the viral slow-feeder bowl and 50% off your first box ends soon!",2026-07-13,active,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.11078014,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,110.78014184,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,110.78014184,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,female,35-44,"You care about what goes in your body. 
Does your pup get that same energy? 
8x packs of freshness with the viral slow-feeder bowl and 50% off your first box ends soon!",2026-07-13,active,ad,7,7,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.12085106,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,17.26443769,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,17.26443769,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,male,35-44,"You care about what goes in your body. 
Does your pup get that same energy? 
8x packs of freshness with the viral slow-feeder bowl and 50% off your first box ends soon!",2026-07-13,active,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02014184,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,6.71394799,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,6.71394799,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,male,65+,"You care about what goes in your body. 
Does your pup get that same energy? 
8x packs of freshness with the viral slow-feeder bowl and 50% off your first box ends soon!",2026-07-13,active,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03021277,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,15.10638298,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,15.10638298,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,female,25-34,"You care about what goes in your body. 
Does your pup get that same energy? 
8x packs of freshness with the viral slow-feeder bowl and 50% off your first box ends soon!",2026-07-13,active,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.05035461,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,16.78486998,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,16.78486998,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,male,55-64,"⭐⭐⭐⭐⭐ ""Peanut is super picky, but she went straight in with the duck recipe and finished everything. She’s been excited for meals ever since.""

Got a picky pup? Try the meals they actually want to eat! 🦆🐾

Get 50% OFF your first Trial Box PLUS get our viral slow-feeder bowl included today.",2026-07-13,active,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.0906383,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,90.63829787,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,90.63829787,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,male,35-44,"⭐⭐⭐⭐⭐ ""Peanut is super picky, but she went straight in with the duck recipe and finished everything. She’s been excited for meals ever since.""

Got a picky pup? Try the meals they actually want to eat! 🦆🐾

Get 50% OFF your first Trial Box PLUS get our viral slow-feeder bowl included today.",2026-07-13,active,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.13092199,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,65.46099291,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,65.46099291,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,male,65+,"⭐⭐⭐⭐⭐ ""Peanut is super picky, but she went straight in with the duck recipe and finished everything. She’s been excited for meals ever since.""

Got a picky pup? Try the meals they actually want to eat! 🦆🐾

Get 50% OFF your first Trial Box PLUS get our viral slow-feeder bowl included today.",2026-07-13,active,ad,5,5,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.46326241,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,92.65248227,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,92.65248227,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,female,35-44,"⭐⭐⭐⭐⭐ ""Peanut is super picky, but she went straight in with the duck recipe and finished everything. She’s been excited for meals ever since.""

Got a picky pup? Try the meals they actually want to eat! 🦆🐾

Get 50% OFF your first Trial Box PLUS get our viral slow-feeder bowl included today.",2026-07-13,active,ad,4,4,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04028369,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,10.07092199,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,10.07092199,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,female,25-34,"⭐⭐⭐⭐⭐ ""Peanut is super picky, but she went straight in with the duck recipe and finished everything. She’s been excited for meals ever since.""

Got a picky pup? Try the meals they actually want to eat! 🦆🐾

Get 50% OFF your first Trial Box PLUS get our viral slow-feeder bowl included today.",2026-07-13,active,ad,8,11,1.375,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.29205674,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,26.55061251,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,36.5070922,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,female,45-54,"⭐⭐⭐⭐⭐ ""Peanut is super picky, but she went straight in with the duck recipe and finished everything. She’s been excited for meals ever since.""

Got a picky pup? Try the meals they actually want to eat! 🦆🐾

Get 50% OFF your first Trial Box PLUS get our viral slow-feeder bowl included today.",2026-07-13,active,ad,6,6,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.21148936,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,35.24822695,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,35.24822695,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,female,55-64,"You care about what goes in your body. 
Does your pup get that same energy? 
8x packs of freshness with the viral slow-feeder bowl and 50% off your first box ends soon!",2026-07-13,active,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.10070922,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,50.35460993,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,50.35460993,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,female,55-64,"⭐⭐⭐⭐⭐ ""Peanut is super picky, but she went straight in with the duck recipe and finished everything. She’s been excited for meals ever since.""

Got a picky pup? Try the meals they actually want to eat! 🦆🐾

Get 50% OFF your first Trial Box PLUS get our viral slow-feeder bowl included today.",2026-07-13,active,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.08056738,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,40.28368794,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,40.28368794,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,unknown,65+,"""He came running and finished everything."" - Toffee's Parent.

Get 50% OFF your first Trial Box PLUS get our viral slow-feeder bowl included today.",2026-07-13,active,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,0,0,,,0,,,,"Website purchases conversion value",,,,0,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,male,65+,"""He came running and finished everything."" - Toffee's Parent.

Get 50% OFF your first Trial Box PLUS get our viral slow-feeder bowl included today.",2026-07-13,active,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03021277,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,15.10638298,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,15.10638298,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,female,55-64,"""He came running and finished everything."" - Toffee's Parent.

Get 50% OFF your first Trial Box PLUS get our viral slow-feeder bowl included today.",2026-07-13,active,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04028369,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,13.42789598,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,13.42789598,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,female,45-54,"""He came running and finished everything."" - Toffee's Parent.

Get 50% OFF your first Trial Box PLUS get our viral slow-feeder bowl included today.",2026-07-13,active,ad,9,9,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.31219858,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,34.68873128,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,34.68873128,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,female,25-34,"""He came running and finished everything."" - Toffee's Parent.

Get 50% OFF your first Trial Box PLUS get our viral slow-feeder bowl included today.",2026-07-13,active,ad,5,5,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.06042553,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,12.08510638,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,12.08510638,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
SKOVWC_ASC_JUN26_V1,120248334429240776,ABP_SKOVWC,120248334429680776,"WC #3 - Copy 2",120248502219870776,male,25-34,"""He came running and finished everything."" - Toffee's Parent.

Get 50% OFF your first Trial Box PLUS get our viral slow-feeder bowl included today.",2026-07-13,active,ad,4,5,1.25,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04028369,0,"ChatGPT Image Jun 19, 2026, 08_44_31 PM (5).png_105",,https://skovpet.com/products/the-pup-cup-trial-box,SHOP_NOW,"Made in Ontario. 50% Off","Includes slow feeder bowl.",,,8.05673759,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,10.07092199,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-13,2026-07-13
